sample_collect_date,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25
2021-09-13,,,,,11.797204654972543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-20,,,,,11.622510729055334,11.575321661105047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27,,,,,11.447816803138124,11.452688893365185,11.299323171071606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-04,,,,,11.273122877220915,11.330056125625324,11.29747623769264,11.21527281127407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11,,,,,11.098428951303708,11.207423357885462,11.295629304313673,11.19877517833705,11.305319709640145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-18,,,,,,11.0847905901456,11.293782370934707,11.182277545400028,11.242109780255317,11.204234970388297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-25,,,,,,,11.291935437555741,11.165779912463005,11.178899850870492,11.223974444662495,11.149443921095894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-08,,,,,,,,11.132784646588963,11.052479992100839,11.263453393210892,11.29558575212377,10.935777887743761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-15,,,,,,,,,10.989270062716011,11.28319286748509,11.368656667637707,11.17731462204795,11.21027599477139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-22,,,,,,,,,,11.302932341759288,11.441727583151645,11.418851356352139,11.413268664875105,11.602194039384008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29,,,,,,,,,,,11.514798498665582,11.660388090656328,11.616261334978821,11.738093839023554,11.767840917601676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06,,,,,,,,,,,,11.901924824960517,11.819254005082536,11.873993638663098,11.826475986975241,11.887195182406726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13,,,,,,,,,,,,,12.022246675186251,12.009893438302644,11.885111056348808,11.923490769088161,11.933133442281513,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-20,,,,,,,,,,,,,,12.145793237942188,11.943746125722374,11.959786355769598,12.007188102223832,12.048902952850378,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,,,,,,,,,,,,,,,12.00238119509594,11.996081942451033,12.081242762166154,12.086134722913325,11.982018537748353,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,,,,,,,,,,,,,,,,12.03237752913247,12.155297422108474,12.123366492976272,12.027485528784661,12.267011178566445,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,,,,,,,,,,,,,,,,,12.229352082050793,12.160598263039217,12.072952519820971,12.205399944029834,12.391587581398555,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24,,,,,,,,,,,,,,,,,,12.235061803165111,12.163886501893588,12.082177474956609,12.164272002947984,12.630422733353944,,,,,,,,,,,,,,,,,,,,,,
2022-01-31,,,,,,,,,,,,,,,,,,,12.209353492929896,12.020566240419997,12.050614213722698,12.045762529673205,12.132413016641358,,,,,,,,,,,,,,,,,,,,,
2022-02-07,,,,,,,,,,,,,,,,,,,,11.958955005883386,11.936956424497412,11.461102325992467,11.68539189869705,11.466366671092608,,,,,,,,,,,,,,,,,,,,
2022-02-14,,,,,,,,,,,,,,,,,,,,,11.823298635272126,10.876442122311728,11.238370780752742,11.276124863405188,10.934132260764923,,,,,,,,,,,,,,,,,,,
2022-02-21,,,,,,,,,,,,,,,,,,,,,,10.29178191863099,10.791349662808434,11.085883055717767,10.90345154433054,10.199809879825104,,,,,,,,,,,,,,,,,,
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,10.344328544864126,10.895641248030348,10.872770827896158,10.391298456673912,11.266769862118963,,,,,,,,,,,,,,,,,
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,10.705399440342928,10.842090111461776,10.58278703352272,11.013463726632965,11.13716051205787,,,,,,,,,,,,,,,,
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,10.811409395027393,10.774275610371527,10.76015759114697,10.859449591333373,10.350397806626244,,,,,,,,,,,,,,,
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,10.965764187220335,10.506851455660971,10.581738670608875,10.503085813557012,10.227007360924256,,,,,,,,,,,,,,
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,10.253545320174975,10.304027749884378,10.65577382048778,10.448138446421396,10.268500864102185,,,,,,,,,,,,,
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.026316829159882,10.80846182741855,10.669269531918534,10.559194196709555,10.618821548913125,,,,,,,,,,,,
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.96114983434932,10.890400617415674,10.849887529316925,10.871483320505085,11.249258407287558,,,,,,,,,,,
2022-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.111531702912814,11.140580861924295,11.124145092097043,11.345510237025765,11.007827687848025,,,,,,,,,,
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.431274194531666,11.376806863689003,11.441762066763975,11.23407028262969,11.356561019383975,,,,,,,,,
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.629468635280963,11.538013896502182,11.460312877411354,11.547653165378971,11.60449222739393,,,,,,,,
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.634265726240391,11.686555472193017,11.738745311373968,11.741901811898876,11.785083953367007,,,,,,,
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.912798066974682,11.929837457368963,11.87931139640382,11.883258962287554,11.956754721105455,,,,,,
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.12092960336396,12.016720980908765,11.981433971208101,11.99188788169644,12.239642641933866,,,,,
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15413056541371,12.079608980128649,12.027021042287426,12.12670038844364,12.179188948310957,,,,
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.177783989049196,12.06215420287841,12.013758134953415,12.020924815057416,12.034953259454493,,,
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.097287363469396,11.900815881463188,11.862660681803874,11.925715934217644,11.815871320465758,,
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.787873627972962,11.704396548550333,11.816478608980795,11.780350253884105,11.565291283186266,
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.546132415296793,11.707241283743947,11.744829187302454,11.656709103641855,11.61869902139017
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.598003958507098,11.7093081207208,11.748126924097445,11.685231819629095
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.673787054139147,11.839544744553034,11.751764617868018
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.930962565008624,11.818297416106942
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.884830214345865
