sample_collect_date,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25
2021-09-13,,,,,11.279692566607208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-20,,,,,11.119954705901206,11.226587265052355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27,,,,,10.960216845195202,10.96530665638985,11.124760480718564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-04,,,,,10.8004789844892,10.704026047727343,10.864691655879293,10.587175429124606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11,,,,,10.640741123783197,10.442745439064836,10.604622831040022,10.509017898670843,10.350896791700213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-18,,,,,,10.181464830402332,10.344554006200749,10.43086036821708,10.337554860288789,10.0873846286207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-25,,,,,,,10.084485181361478,10.352702837763317,10.324212928877362,10.231382103441703,10.106185062073454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,,,,,,,,10.274545307309554,10.310870997465937,10.375379578262706,10.424792414133751,10.261922582128697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-08,,,,,,,,,10.29752906605451,10.519377053083709,10.743399766194049,10.59237231457485,10.59904238679568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-15,,,,,,,,,,10.663374527904711,11.062007118254346,10.922822047021004,10.830204322414245,11.314241625952883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-22,,,,,,,,,,,11.380614470314644,11.253271779467157,11.061366258032809,11.240612827289347,11.44644802822356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29,,,,,,,,,,,,11.58372151191331,11.292528193651373,11.16698402862581,11.427908996853123,10.986205325380604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06,,,,,,,,,,,,,11.523690129269937,11.093355229962274,11.409369965482687,11.21826403132681,10.929896194885165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13,,,,,,,,,,,,,,11.019726431298738,11.39083093411225,11.450322737273016,11.290749715240002,11.165107314657751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-20,,,,,,,,,,,,,,,11.372291902741814,11.68238144321922,11.65160323559484,11.546611789836803,12.047855429798908,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,,,,,,,,,,,,,,,,11.914440149165427,12.012456755949676,11.928116265015856,12.126350871720927,12.339936111720112,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,,,,,,,,,,,,,,,,,12.373310276304514,12.309620740194907,12.204846313642946,12.22661334165108,12.480169925875247,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,,,,,,,,,,,,,,,,,,12.69112521537396,12.283341755564967,12.113290571582045,12.266546749698625,12.418423238366891,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-17,,,,,,,,,,,,,,,,,,,12.361837197486986,11.999967801513012,12.052923573522003,12.137131605931746,12.01021804078278,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24,,,,,,,,,,,,,,,,,,,,11.886645031443978,11.839300397345381,11.8558399734966,11.803829475926886,11.681590416533338,,,,,,,,,,,,,,,,,,,,,,
2022-01-31,,,,,,,,,,,,,,,,,,,,,11.62567722116876,11.574548341061455,11.597440911070992,11.526405759270853,11.628475934594256,,,,,,,,,,,,,,,,,,,,,
2022-02-07,,,,,,,,,,,,,,,,,,,,,,11.29325670862631,11.391052346215098,11.371221102008366,11.43874497853597,11.340134448237905,,,,,,,,,,,,,,,,,,,,
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,11.184663781359202,11.216036444745882,11.249014022477683,11.197457607181441,11.343968524290899,,,,,,,,,,,,,,,,,,,
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,11.060851787483397,11.059283066419397,11.054780766124978,11.061680059779555,11.171105372981652,,,,,,,,,,,,,,,,,,
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,10.869552110361111,10.912103925068513,10.77939159526821,10.836151396724524,10.887455744718254,,,,,,,,,,,,,,,,,
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,10.76942708401205,10.497103130756866,10.501197420467395,10.57615545742325,10.410958917976007,,,,,,,,,,,,,,,,
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,10.21481466624552,10.166243444210268,10.264855170128246,10.240829409575019,9.916969757480974,,,,,,,,,,,,,,,
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.831289467953141,9.953554882833242,10.07069990117403,9.895968118450428,9.705327482221941,,,,,,,,,,,,,,
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.642254595538237,9.900570392773043,9.874966479419882,9.858756354837912,9.651767949601961,,,,,,,,,,,,,
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.730440884372054,9.853964840389336,10.01218522745388,9.945109944877753,9.747050482456057,,,,,,,,,,,,
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.83296320135879,10.16561410006985,10.238451940153546,10.144596891267426,10.161778795615222,,,,,,,,,,,
2022-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.319042972685821,10.531793935429338,10.542143300078797,10.43330308078001,10.761613860103639,,,,,,,,,,
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.82513593070513,10.939689708890166,10.7048273659448,10.894839076426177,10.94414280767997,,,,,,,,,
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.337236117701536,10.976351651109589,11.028064292748713,11.091129349393078,11.071932226750135,,,,,,,,
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.247875936274378,11.161289509071251,11.238115891106185,11.224781489509907,11.143833098817844,,,,,,,
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.294514725393789,11.385102432819293,11.377630752269678,11.234629442144522,11.704545260183071,,,,,,
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5320889745324,11.530480015029449,11.3254257854712,11.508266709688298,11.87020559515872,,,,,
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.68332927778922,11.416222128797878,11.311988159193525,11.465290784949044,11.527619857708975,,,,
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.507018472124559,11.11570960869875,11.060375974739365,11.152607903017593,10.88138623202847,,,
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.919431058203978,10.655461164529688,10.777595948326212,10.707212918835701,10.531021071727917,,
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25054635432001,10.402583993634831,10.533039605642932,10.42527771515314,10.163572013704762,
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.027572038943449,10.358866292450163,10.319534358578363,10.229563334944686,10.207255855594932
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.184692979257393,10.213791002003585,10.29555465618461,10.30740111983637
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.108047645428808,10.361545977424532,10.407546384077811
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.427537298664456,10.50769164831925
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.607836912560689
